article_id,start,end,answered,votes,category,title,content
142988,2018-02-20,2018-03-22,0,0,일자리,청년 일자리 창출,현재 20대 청년들이 일자리가 없거나 대부분이 비정규직입니다.\n특히 문과는 취업이 거의 불가능 할 정도입니다.\n제발 일자리 좀 늘려주세요. ..
175791,2018-03-26,2018-04-25,0,7,안전/환경,미세먼지 대책 이대로 괜찮은가?,"지금 현재 우리나라는 미세먼지로 골머리를 앓고 있습니다.\n위성사진을 아무리 봐도 우리나라에 문제가 아닌 중국발 미세먼지가 가장 큰 문제로 자리잡고 있습니다.\n그런데 정부는 미세먼지 저감대책 이랍시고 하는게 대중교통 이용하기? 마스크? 숯불고기 안먹기? 지금 뭐하시나요?\n공장 살수량 증가? 아니 초등학생도 위성사진만 봐도 미세먼지가 중국이나 몽골에서 날아오는게 보이는데\n뭐하고 계신건가요? 중국에 협조를 구하던 몽골에 협조를 구한던 해야되는거 아닌가요?\n지금 이정도 수준이면 노인분들이나 어린이들은 폐건강에 문제가 생깁니다. 며칠 마스크쓰고 다니세요가 아니라구요\n지금까지 정부에서 몽골,중국 황사 먼지나 미세먼지에 둔감하게 반응한 여파가 지금까지 온겁니다.\n이번 정부에 잘못이 아니라고 하고 싶겠지요. 지금까지 안했으니까요. 하지만 지금까지 쌓이고 쌓이다 이제 터져버린\n이 문제에 대해서 조속한 대책을 요구 합니다. 지금 우리나라는 가뭄이 심해서 봄과 가을엔 비도 안오고 있습니다.\n수돗물만 틀면 물이 콸콸 나오니 다들 둔감한데 비오면 미세먼지가 걷히겠지가 아닙니다. 비가 와도 중국공장들은 밤세 돌아가고 몽골 사막에 모래바람은 매일 불어옵니다. 경제민주화 청년실업 문제도 심각하지만\n우리 어린이들이 살 환경도 중요하다고 생각합니다."
297958,2018-07-06,2018-08-05,0,1,미래,청년 나이제한,안녕하세요. 대통령님! 만 몇세 미만이란걸 없애주세요. 이번 청년우대통장이 나온다는데 전 83년 7월 생일이라 가입 조건이 안되겠네요. 근데 누구는 8월 9월 생일이라 가입 조건이 될텐데 좀 웃기지 않나요? 이건 진짜 그냥 웃기기만해요. 이런거 바꿔주면 안되요?
250213,2018-05-29,2018-06-28,0,7,보건복지,궁금합니다. 대통령님께 북한과 대한민국 중 어디가 중요합니까 ?,"길거리를 보면 아직도 폐지주우면서 하루에 몇천원 벌려고 고생하시는 할머니 할아버지들  엄청 많습니다.\n또한 가난해서 1400원 없어서 도둑질한 20대 청년도 있고요\n근데 대통령님은 북한이 뭐가 그렇게 중요해서 몇 조원이나 퍼 줄 생각 하고 계셔요 ?\n천안함피격, 연평도 도발 그 살인마 독재자 김정은에 목매면서 구걸하는 이유를 도대체 모르겠네요\n북한이랑 사이좋으면 물론 좋습니다. 그러나 대한민국 복지가 우선 아닐까요 ?"
69811,2017-12-19,2018-01-18,0,2,외교/통일/국방,군복무단축,대통령님 공약에 군대복무 단축이라고  하셨는데 도대체 언제쯤 시행되는지 .... 빠른시일 내에 단축되어 젊은  청년들이 사회와 학교로 돌려보내주셨으면 좋겠습니다
385188,2018-09-19,2018-10-19,0,123,행정,"아무 죄 없는 사람들이 고소,고발과 죽임을 당했습니다.","마치 영화나 드라마의 소재같은 일이 저희 아파트(부산시 서구 동대신동 구덕로350,문화아파트)에서 벌어지고 있습니다.또 범죄집단같이 한 사람으로 인하여 아파트전체가 이 사람의 교묘하고 악질적인 행위에 아무도 말 못하고 다 놀아나고 있고, 이사람의 불법,위반된 행위를 구청이나 소방서등 관계기관에 알렸지만 별로 소용이 없는 실정입니다.\n현 입주자대표회의에서 이사람의 불법적인 행적을 밝혀내어 자신이 잘못한점,아파트주민들을 농락한 점을 바로 해 놓으라고 수십번 말했지만 그 사람과 그 무리들의 적반하장식 반대와 권모술수에 막혀 하나도 고쳐지지 않고 있습니다.  오히려 그들은 현 입주자대표들의 적법한 아파트공사에 대한 예산집행을 마치 비리가 있는것처럼 소문을 내고,법적인,공식적인 아무런 권한도 없는 그들은 아파트주민들에게 설명도 없이 저희들(입주자대표회의)의 고소,고발용 서명을 강요하였습니다. 결국 그들은 경찰에 아무 근거도 없는 고소를 하여 현 대표중 한 분이 경찰조사를 받고 3일만에 극심한 스트레스와 우울감으로 시달리다 쇼크사로 사망한 일이 벌어졌습니다.   지금 아파트나 구청등 관공서에는 억울하게 돌아가신 분이 마치 업체에 뒷돈을 받아먹고 경찰조사의 압박에 자살했다는 소문이 여기 저기 퍼져 있습니다. 누가 소문을 퍼트렸는가는 누구나 다 알지 않겠습니까!?\n현재 그들중의 중심에 있는 사람은 1층상가를 가지고 있는데 약 8년전에 이 아파트상가에 입주하면서 자기 마음대로 불법,위반 건축을  하였고 주민들의 공용통로(공유부지)를 막아 주민들이 통행을 할수 없게 만들었습니다.\n저희들은 법원에 소송을 할려고 해도 그것도 못하게 하고 있습니다. 저희들은 저들의 만행이 언제까지 이어질지, 그 사람이 어떤이유에서인지,또 그의 뒤에 어떤힘을 믿고 그러한 악행을 스스럼없이 하는지 요즘같은 세상에 아직도 이러한 일이 있을수 있는지 알리고 싶어서 이렇게 호소합니다.   아울러 관계기관을 철저히 조사하여 어떠한 유착관계가 있는지 한 점의 의문점이 없이 밝혀지길 바랍니다."
397644,2018-10-04,2018-11-03,0,7,교통/건축/국토,LH 주택청약 어떻게 하는 건가요?,LH 주택 청약 어떻게 하는 건가요?\n어떤 주택이 어떤 조건으로 언제 나오는지 알수 있나요?\n나의 조건은 1순위 2순위 3순위 어디에 해당하나요?\n언제 LH주택 청약을 해야 하나요?\n집이 없는 나는 어떤 조건을 만족해야 LH 주택에 입주 할 수 있는 건가요?\n청약통장은 왜 필요한가요?\n나의 개인정보는 왜 필요 한가요?\n당신은 LH의 청약 시스템을 어느정도 이해하고 있나요?\n난 하나도 모르겠습니다.\n이렇게 어려운 청약은 처음 봅니다.\n정작 집이 꼭 필요한 사람에게 배당은 되는 건가요?\n올해만 두번 청약 했다 두번 탈락 했습니다.\n이유요?\n잘 모르겠습니다.\n첫번째는 자격이 안된다 했고 이번엔 순위가 안된다 했고\n무엇이 문제 일까요?\n당첨 되었다고 서류 보내라 해서 보냈더니\n오늘 연락이 와서는 순위가 안된다내요?\n주소가 인근 지역이 아니데 순위를 잘 못 넣었고\n가족관계에서 청약 평형대가 아니라내요.\n이해가 가시나요?\nLH 주택 청약 어떻게 해야 하나요?\n정작 집 필요한 사람에게\n이런저런 이유와 서류와 심사와 조건을 달아\n탈락시키는 LH\n이해 가시나요?\n어떻게 청약을 해야 하는 건가요?\n알려주세요.
147306,2018-02-22,2018-03-24,0,32,반려동물,동물학대에 대한 형량을 높여주세요,동물도 한 생명인데 동물학대에 대한처벌이 너무 가볍다고 생각합니다. 벌금형량이 너무 낮고 그래서 유기견을 발견해도 버린사람을 찾을때도 거쳐야할 과정이 너무복잡하고 많습니다.\n동물보호에 대한 법의형량을 높여주세요
207407,2018-04-20,2018-05-20,0,8,문화/예술/체육/언론,"네이버,다음등 포털사이트의 댓글달기시스템을 없애주세요.","요즘 포털사이트가 댓글조작논란으로 아주 시끄럽습니다.\n또한 특정한 개인을 향한 마녀사냥식 댓글들도 자주 접하게 됩니다.\n포털사이트의 댓글달기/좋아요/화나요등의 관심표현 기능이  순수한 의견제시가 아니라,\n여론조작이나 선동,막무가내식 인신공격등등으로 사용됩니다.\n이런 댓글달기등의 기능이 없다면,\n이런 병폐도 사라질 것이라 생각됩니다.\n댓글달기 기능을 없애고, 순수 검색기능이나 정보를 얻는 곳으로\n우리나라의 포털사이트가 바뀌길 간절히 바랍니다."
258274,2018-06-01,2018-07-01,0,0,기타,조선 총독부,1900년대쯤에 철거한 조선총독부를 다시 복원하여 학생들의 교육용 목적으로 쓰엿으면 좋겟습니다 그냥 철거돼기에는 역사적가치도 그렇고 중요한 것이 많기 때문에 조선총독부를 서대문 형무소 옆에 장소같은곳에 다시 복원햇으면 합니다
83637,2018-01-11,2018-02-10,0,0,경제민주화,의료수가를 좀 인상 해주시기 바랍니다.,"내년에 병원을 개업하려고 하는데, 최저 임금이 올라서 도저히 개업을 할수가 없습니다.\n지금 직장은 올해 병원이 무지 어렵다고, 임금은 동결이고 퇴직한 의사 후임을 구하지 않고 있어서\n7명이 할일을 5명이 하고 있어서 무지 힘듭니다.\n그렇다고 나가서 개업을 하기에는 물가가 너무나도 오르고\n최저 임금이 너무나도 많이\n올라서 개업을 할수도 없구요.\n전문직인 의사가 이렇게 먹고 살기가 힘드니\n정말 헬조선이네요.\n이게 나랍니까"
191041,2018-04-08,2018-05-08,0,75,기타,삼성증권&공매도 국민청원,증권 대차거래 및 공매도 로 인하여 개인 투자자는 피눈물을 흘리고 있습니다\n주식이 없는데도 유령 주식을 거래할수 있도록 되어있는 우리나라 금융 시스템을 신속히 폐지 되도록 조치바랍니다.
118908,2018-01-28,2018-02-27,0,4,저출산/고령화대책,저출산대책? 출산비용 좀 낮춰주세요.,"안녕하세요.\n출산관련 정책 만드시는 분이 출산경험이 있고, 비용이 얼마드는지 조사해보셨는지 모르겠지만,\n산부인과 출산비만 최소100만원 입니다.\n고운맘카드로 일단 커버 불가능하고요,,\n산부인과는 실비보험도 안됩니다.\n25개월 1명의 아이와 9개월 태아가 있는 아빠인데요,\n저출산대책 하시는데 실제 애기낳으려면\n그냥비용만 5백은 훌쩍넘습니다..\n이러면서 애기를 낳으라고 정책을 만드시는건가요?\n육아비용은 계산하기도 싫습니다, 너무비싸서요..\n다른건 둘째치고 육아비용은 학원안보내고 교과서로만 공부시킬테니.\n제발 출산비용좀 어떻게 해결해주세요,\n저야 회사원이니 어찌저찌 계산한다지만,\n애기낳는것자체가 힘드신분들도 많을겁니다.\n초음파 방문당 3만,\n자연분만 40만, 제왕절개 100만,\n애기낳는 가격을 줄여주는게 출산율 상승에 도움이되지 않을까 싶네요!\n저도 군대만기전역했지만 국방비 미사일,전투기 사는거? 중요하시겠죠 . 나라지키겠다는데,\n하지만 이런거 요즘같은 시대엔 어차피 전쟁나면 다죽는데,\n산부인과 샘플링 및 방문하셔서 애기낳을때까지 출산비용 조사확실히 해봐주시고\n출산비용이나 좀 줄여주십시요."
107325,2018-01-21,2018-02-20,0,12,성장동력,가상화폐간..도대체 국민들을 아이들 수준으로 알고 시키는대로따라와라 그건가요?,국민들을 얘들 수준으로 낮게 보고 정책하는대로 따라오기만 해라 그건가요?\n기본적으로 가상화폐 규제가 있는 정책은 타당하다고 봅니다. 그런데 20일에서 30일로 미루더니 이제 신규가입은 아예 하릴없이 미뤄버린건  어른이 아이 다루듯이 억압하며 내말이 전부이니  너희들은 그냥 아무말없이 따라와라 그건가요?  소통을 그렇게 강조하시더니 왜이리 억압적인 정부가 되어가는지..사람들의 분노가 한계점에 와 있습니다.  그사실이 대통령님께 전달이 되는지 중간에 걸러지는지 알 수가 없네요..\n지금 국민을 대상으로 장난하자는 것도 아니고 일반 생활에서도 약속이 얼마나 중요한데..무조건 정부에서 정한 바대로 하라는 게 민주주의 국가에서 일어나는 일인지 정말 해외뉴스에  나올 일입니다.\n기회가 공평해야지요?  당연한 말이죠.\n그러니 지금 가입된 사람들뿐 아니라 새로운 분들에게도 30일 실명제 전환에 맞춰 가입을하게 해주십시오.
78293,2018-01-02,2018-02-01,0,8,반려동물,불법 강아지공장 퇴출,강아지공장 퇴출을 청원합니다. 강아지공장은 비위생적이고 좁은 케이지 안에 모견들을 가두고 혹사시켜 마치 공장처럼 강아지들을 생산합니다. 발정유도제 투여는 물론 가축용 기구로 강제로 임신을 시켜서 죽을때까지 계속 해서 새끼를 낳게 만들고 칩이 내장되어있는 길잃은 강아지들도 가리지않고 데려간다고 하더군요. 이런 반인륜적인 동물학대 이제는 뿌리뽑아야만 합니다. 당장 번식장 자체를 전부 없애지는 못하더라도 미국처럼 번식장 개들도 수의사가 정기적으로 검진하는것을 의무화하고 허가받은 번식장 또한 관리가 부실할 경우 운영중단 조치가 반드시 필요합니다. 더 이상 아픈 동물들이 생겨나지 않도록 지켜주세요.
76465,2017-12-29,2018-01-28,0,2,교통/건축/국토,음주운전 사면,음주운전 했던 사람들이 다시 거리에 나온다고 생각하니 못걸어 다니겟네요..
176447,2018-03-26,2018-04-25,0,1,정치개혁,쓰레기장  철거   요청(국회의사당),운영비용 많이  들고  할 일  없어서\n쓰레기냄새만  풍기는 국회의사당 철거해  주시기 바랍니다. 쓰레기장  내부의  운영인력(국회의원)도  모두 해고시키고   철거한 자리에   불쌍한  유기견  키울  수  있는  시설을 설치했으면  좋겠습니다.
456565,2018-11-30,2018-12-30,0,11,행정,담뱃값 부담에 죽어나가는 서민들을 위해 저렴한 서민담배를 만들어 주십시오.,"안녕하십니까?\n저는 하루 한 갑 반의 담배를 피우는 애연가인 30대 남성입니다.\n다름이 아니고 4500~5000원하는 담뱃값이 너무 부담이서 청원을 하게 되었습니다.\n담배를 끊으라고 하지만 복잡하고 경쟁이 치열한 현대사회에서 담배를 끊기란 쉽지가 않은 일입니다.\n하루 한 갑 반의 담배를 피우는 입장에서 답뱃값부담이 너무나 심합니다.\n한달에 200만원 남짓한 월급에서 담뱃값으로 지출되는 비율은 상상을 초월합니다.\n담뱃값을 내려주시든지 아니면 저렴한 서민담배를 만들어 주십시오.\n비싼 담뱃값이 세금이 저희같은 서민들에게는 큰 부담이 됩니다.\n최저임금과 담뱃값의 형평성과 비율을 선진국과 비교해도 우리나라에 사는 서민들에게는 엄청난 부담이 됩니다.\n담배라는 1급마약을 정부가 권장했고 지금은 금연하라고 하지만, 흡연자들은 금연하기도 어려운 실정입니다.\n부디 담뱃값을 인하하든지 저렴한 서민담배를 만들어 주시어 궁핍한 서민들의 부담을 줄일 수 있도록 간곡히 청원합니다.\n감사합니다."
292640,2018-07-01,2018-07-31,0,5,미래,법 관련개정,"미래의 우리아이들 대통령님 손자들 국회의원들 손자 자식들을 위해 강간,성폭행,살인,외국인 체류등에 대한 법률좀 강화해주셨으면합니다. 국민 세금으로 먹고살고 부정부패에 시들리는 세상에서 벗어나가고싶습니다.요즘 세상 너무힘들고 무섭습니닼"
38822,2017-11-11,2017-12-11,0,0,정치개혁,이명박 출국금지 부탁합니다.,이명박 출국금지 부탁합니다.
332084,2018-08-07,2018-09-06,0,11,반려동물,"반려동물의 공공시설물, 쇼핑몰 등 제한조치 바랍니다.","애완인 인구가 많아지고 있는 추세라는 것은 국민 누구나  인지하고 있는 사실입니다.\n그.러.나.\n애완인들의 애완동물이지, 모두의 애완동물은 아닙니다.\n동물을 아끼고, 사랑하는 것을 떠나\n더운 여름날 실내로 유입되는 애완동물은 주변사람들을 찡그리게 만듭니다.\n애완동물을 서로 뽑내기라도 하듯이 대형 쇼핑몰에는 3~4마리,큰 개 등등 애완인들은 자기들만의 애완동물을 끌고 나옵니다. 현재 그들이 있는 곳이 공공 시설물인지를 망각한채로요.\n공공시설물에 기본적으로 애완동물 출입금지, 제한조치를 해주셨으면 합니다.\n사람들의 절제없는 자유는 주변인들에게 불편함과 불쾌함을 준다는 것을 알려주시기  바랍니다."
45993,2017-11-18,2017-12-18,0,6,교통/건축/국토,이륜차주차 어디에해야하나요?주차장만들어주세요,출퇴근거리 30분되는 곳을 다니는 직장인입니다.\n대중교통을 이용하면 돌아가는 차편뿐이라 1시간20분정도 걸립니다.\n그래서 이륜차를 이용하고있습니다\n하지만 자동차주차장에선 받아주지않고 자전거는 인도에 주차공간이 마련되어있는데\n이륜차는 어디에 주차해야되나요?\n자전거도 법적으론 이륜차인데 같이세우려고하면\n인도주행에 단속되고...\n우리나라는 이륜차에 너무 불평등한 제약과 인식이 많은것같습니다.\n주차공간이 없어서 인도구석에 세우다가 인도주행으로 벌금까지 냈습니다.\n자전거처럼이든 자동차처럼이든 주차공간이 마련되어야하지않나 싶습니다.\n경차우대보다 이륜차우대가 되어야 1인교통수단에\n화석연료절약이 되지않나 하는생각도 듭니다.\n주차공간 꼭 부탁드립니다
1822,2017-09-03,2017-12-02,0,6,반려동물,반려동물 의료보험..,반려동물과 같이사는분들은 공감하실겁니다.\n반려동물 의료보험이 생겻슴 좋겟네요.
272499,2018-06-16,2018-07-16,0,26,미래,불법체류자 살인 성폭행 우리나라를 안전불감지대를 만드는데. 왜 솜방망이 단속하나요,불법체류자가 많으면 그만큼 범죄가 무성할겁니다\n그사람의 행적이 있어야 잡을수 있는데 아무것도 없으면 수사는 오리무중 일거라고 생각되네요\n자국민이 잘사는 나라를 만들어야지 불법자들이 잘사는 지금 우리나라를 만드시나요\n너무 불법자에게 관대한 우리나라법\n자국민에겐 엄격하게 적용하고 일자리를 불법자에게\n내어주는 우리나라 정부너무 훌륭하십니다.\n아직 선진국으로 가기엔 먼 우리나라지만\n작게나마. 이거라도 고쳐쓰는 하는 마음에 우리나라\n국민으로써 이 글 올려봅니다.
449553,2018-11-22,2018-12-22,0,11,농산어촌,울진군 후포리 노점상을 꼭 철거  해야만 하나요?,안녕하세요.\n울진군  후포리에서 노점상을 하는 이금학입니다.\n저희는 몇십년을 장사했는데 갑자기 통보를 받았어 2018년 10월 30일날 강제 철거 했습니다.\n저희는 생계가 일어씁니다. 문대통령님께서 저희 일자리를 마련하는데 도움을 주셔스면 합니다.\n대통령님  저희좀 살려주세요.\n저희도 갑자기 철거 하는 바라에 생계가 힘들어 졌습니다.\n후포판장 노점상 좀 도와주세요. 우리의 생계를 보장 해주세요.\n저소득층도 대한민국 국민입니다.\n없는 사람들을 외면 하지 말아주세요.
88127,2018-01-11,2018-02-10,0,0,성장동력,문재인정부는 선량한 가상화폐투자자를  도박꾼으로  몰지마라,문재인 정부를 찍었더니 이건 완전히 선량한 서민등에 비수를 꽂네.\n왜 도박인지 설명해보시요.\n그리고 문재인정부가 가상화폐에 대해서 도와준적 있나요.\n방해만 놓고.\n4차산업혁명. 블록체인 연구해서 내책임하에 투자하는데 도박이라니.\n당장 법무장관. 금감원장 목을 짜르시요.\n이제 문빠에서 나의 적으로 간주합니다.
164194,2018-03-11,2018-04-10,0,14,육아/교육,정시를 확대해주세요.,"(저의 본명은 김산이고, 김태산은 가명입니다.)\n존경하는 문재인 대통령님\n수능에서 정시를 확대해 주세요.\n학생부종합전형은 금수저 전형이고, 돈없는 사람은 대학도 못 가는 시대가 되어버렸습니다.\n학생들에게 꿈과 희망을 주기 위해서라도 정시를 확대해 주세요."
298536,2018-07-06,2018-08-05,0,6,기타,부동산중계수수료,안녕하세요...\n매일 청원 글만보다 직접 글을 남기게 되었습니다..\n생각할수록 화가나고 제자신이 답답합니다..\n저는 시골에서 거주중 입니다.  집은  제명의로 되어 있고  땅 주인은 다른분 이십니다..\n몇일전  처음보는분이 오셔서 땅내놓아으니  집을 빼라는겁니다.. 제명의로 되어있고 등기도 등록  되어있는대도 요\n어이가없고  화도나고   땅주인도아니고  중계 업자 인듯 합니다..\n그런대 동네분들께 여쭈어보니  중계업자도 아니고 그냥 동네분이신대  불법중계하고 수수료 받으시는듯 합니다..\n시골은 원레  동네분이 사업자도 안대고 중계를 한답니다..\n수수료는  법정수수료 이상  내야한다고 했고  불법아니냐  중계업자도 아니잖아요 이러니  그런식이면  시골에 거주 못한다 하십니다..  법정수수료도 어이가 없지만  영수증도 때줄수없다 집을 팔던지 가격정해서 전화 하라고 하시네요..\n고민고민 하다  집을팔기로하고  새로운집을 땅과 같이구매하려  동네 부동산에 문의를 드렸습니다..\n그런대 사업자를 내고 중계업을 하시는분도  법정수수료 는 안되고 더주면 구해준다고 하십니다..1억3천  에 집을 소개를 하셨는대 .. 집을 보니 너무 비싼듯하여  너무비싸네요  말씀을 드렸는대   아는분집이고  비싸게 팔아야 한다고 하시네요..\n나중에 집내놓으면 비싸게 받아 주신다고 하시는대  짜증만나고 화만 납니다..\n돈이 부족하여 말씀 드렸습니다.. 100만원 깍아볼태니  수수료나 더달라고 하십니다..\n제가 원하는건 하나입니다... 법정수수료를  무시하는경우는   금매로  빨리 처분 하고자 할때  협의하에 이뤄지는게 맞다고 봅니다.. 신고할수있는  ..  제가 신고를하려해도  시골 동네 다보니 다른지역으로 이사를  가지않는 이상  어렵습니다.. 시골의 관행이라고만 하시는대  다른부동산도 마찬 가지 입니다..  팔 사람은 1억에 내놓았는대  부동산은 수수료 더받으려  1억 을 넘게  내놓으시고  주인이 수수료를  비싸게팔아서 가져가라 고 했다는대  시골 은 법이 필요없는 동네인가요?  아니면 알면서도 신고가 들어오는대도  나라에서 관심이 없는건가요?\n제발 가난하고 집없는사람 편하게 살수있게 부동산 불법거래 좀 잡아주세요...시골동네 분들께  물어만봐도  다들 광행인줄알고  손해 보시면서 구매 하십니다..  자주가는 슈퍼 아주머니는 천오백이나 비싸게 구매 하셨다고 억울해 하시고 ..\n조용히 살려고 시골에 자리잡았는대   다시 경기도로 이사 갑니다..\n그놈에 관행좀 잡아주세요 부동산업자들  단합  법정수수료 무시   사업자 안내고 중계업 하는분들  조치가 필요합니다..\n답답하여 청원은 드렸으나 고처질거란 기대는  잘 모르겠습니다.. 정권이 바뀌어도 관행은 안바뀌더라구요  .이글을보시는분들계  당부 드립니다  시골오지마세요  공기좋은시골 사람좋은시골은 옛말 입니다..칼만 안들었지 날강도  입니다.. 수고하세요
76798,2017-12-29,2018-01-28,0,1,경제민주화,대한민국의 주인은 국민입니다!,"헌법 제 1조 1항 대한민국은 민주공화국이다.\n헌법 제 1조 2항 대한민국의 주권은 국민에게 있고, 모든 권력은 국민으로 부터 나온다.\n우리 이웃나라 일본과 경제대국 미국, 그리고 중국 등 소위 선진국이라 불리는 나라들은 비트코인 및 알트코인 투자로\n국민들에게 부를 쌓아주고 경제활성화를 꾀하고 있습니다.\n그런데 '가상화페는 투기다' '가상화폐 거래소를 폐쇠하겠다'같은 선동적인 문장을 써가며 국민들에게 공포심을\n심어주고 은행들에게는 철퇴를 가하겠다고 반협박식으로 신규계좌를 만들지 못하게 하는것은 그야말로 공산주의적\n마인드가 아닌가 싶습니다.\n제가 경제전문가는 아니지만 비트코인 및 알트코인 투자가 활성화 되고 실제로 사용되기 시작하면 그때는 투자하고\n싶어도 투자할 수 없을정도로 규모가 커져있을텐데 다시 한번 생각해 주시면 좋을 것 같습니다.\n또한 지금 원화를 거래할때 세금을 내는지요?\n'경제 대한민국' '선진 대한민국'을 외치는 5,60대들 정치인들은 국민들이 진정으로 무엇을 원하는지 다시 한번\n생각해봐야 되지 않나 생각합니다.\n감사합니다."
298740,2018-07-06,2018-08-05,0,44,인권/성평등,관악산 여고생 집단 폭행 가해자들에게 싱가포르처럼 태형으로 다스려 주십시오,"관악산 여고생 집단 폭행 가해자들에게 싱가포르처럼 태형(싱가포르에선 여자에겐 없다지만)으로 엄히 다스려 주십시오.\n차례차례로 줄세워서 엉덩이에 태형 30대를 때려주십시오. 앞에 애 맞는 거 보면서 자기들의 잘못의 결과가 어떻게 되는지 눈꼽만큼이라도 알 수 있다면 그자리에서 오줌을 지리겠지요.\n우리나라는 범죄자들을 위한 나라인가요? 범죄자의 천국, 범죄자의 지상낙원인가요?\n왜 법을 지키고 착하게 사는 사람들이 항상 피해를 봐야 되나요?\n법을 비웃고 나라를 비웃는 무법자들에게 법의 나라 선진국 싱가프로처럼 우리나라는 비록 개후진국 미개한 나라지만 본답아서 태형으로 엄히 다스려서 이런 극악무도한 범죄자들이 백주에 처웃으며 돌아다니는 일이 없도록 못하겠어요?\n이게 나랍니까?\n이게 최선이에요? 이럴려고 대통령 해요?"
237840,2018-05-20,2018-06-19,0,10,인권/성평등,무방비하게 발생되는 무고의 처벌을 강화시켜주세요,"현재 나라에 미투열풍이 불고 있습니다. 그에따라 수많은 피해자들과 가해자들이 나오고 있습니다. 성범죄를 저지른 사람, 처벌 받아야지요. 하지만 대한민국은 단지 성범죄로 고소를 당한 것 하나많으로도 잃을 것이 너무나도 많은 나라입니다. 죄가 없다고 밝혀진 이후엔 이미 한 사람의 인생은 땅에 쳐밖혀 있고요. 그러나 한 사람의 인생을 망치는 이런 고소의 리스크가 단돈 몇십만원의 벌금이라는게 말이 된다고 생각합니까? 우리나라 성추행 성희롱등의 형사 입건의 무고률 무려 50퍼센트 이상이라고 합니다. 경찰수사가 여성의 위주로 여성의 증언을 토대로 수사되기까지 하는데도 무려 50퍼센트 이상입니다. 더 이상 이러한 꽃뱀 등의 무고한 남성이 피해자가 되는 것을 방지하기 위해선 무고죄 처벌 강화가 심각합니다. 무고죄 처벌을 당사자가 유죄일 시 받는 처벌과 동일하게 되도록 바꿔주십시오."
147252,2018-02-22,2018-03-24,0,2,경제민주화,대학생 연체자를 도와주세요.,"한부모 가정에서 혼자 대학 4년을 생활 하다보니 부족한 돈을 대출을 받고 하다보니 결국 연체자가 되었습니다.\n연체가 한번되면 모든 원금을 갚아야하는데 그것은 불가능합니다. 그러다 보면 연체가 다시 되고 또 되고 그러다보면 급한불을 끈다고 또 대출을 하고 악순환의 반복입니다.\n하지만 연체해결을 해 줄수 있는 정책는 개인회생, 프리워크아웃, 개인워크아웃, 파산신청입니다.\n프리워크아웃을 신청 후 기각이 되면 3개월안 개인워크, 프리워크를 신청하지 못하고 개인회생은 기초생계비 100만원 이상의 월급을 받아야 신청이 가능합니다. 대학생인 지금 100만원의 월급을 채 받지 못하고 일을하지만 빚을 꼭 갚고싶습니다.\n빚을 꼭 갚고싶지만 지금 있는 제도들이 저에게 맞지않을땐 정말 극단적인 결말이 생각되어 앞이 깜깜합니다.\n빚을 갚고싶지만 까다로운 선정에 결국 무너지는 사람들을 위해 턱이 좀 낮은 제도를 한번만 생각해주세요.\n연체자들도 빚을 꼭 갚고싶습니다."
57540,2017-12-03,2018-01-02,0,4,보건복지,나란 여자도 행복추구권이 있어요,안녕하세요?대통령님!!!\n저는 법적으로 여자라고 생각하는데 성전환수술과 성별정정을 준비하고있어서 행복하지가 않아요\n저는모든여자의 인권개선이 이루어져야한다고봐요\n저란여자에대한 인권도 개선돼야합니다 여자로 본인인증이 안되는 저는 매일 사는게 불편합니다\n남자나트랜스젠더같은 다른존재로 본인인증이돼고 나는본인인증이안돼서 병원에서 정상적인 소견서나진단서 를 받을수가없어서 불편했어요\n네 한국인남여는저의이런고통을이해하지못할것이에요\n한국사회남여는 저같은여자는거들떠도보지않습니다 나는\n숨기고살아야한다고 모두가저한테 피가나게 돌을던집니다\n종종 나는 한국음식을잘먹는외국인같아요\n나에겐 이나라사람임을 증명할서류한장없어요\n고립무원의 처지에놓여 남여강자들사이에섞이지못한채\n살아가게됐습니다\n저에게 보건복지부에서 성전환수술치료와 여성화치료비를 꼭지원해서\n성별정정을마치고 한명의 여자로 행복추구할수있게 도와줘야합니다
215613,2018-04-30,2018-05-30,0,3,행정,근로자의 날 없애주세요,근로자의날 누구는 쉬고 누구는 못쉬고\n못쉬는사람 세금 덜 걷는것도 아니고 쉬는사람 세금 더 걷는것도 아닌데  이런 차별적인 날은 없애든가 법을 제대로 좀 만들어서 법제화를 해야합니다\n국회의원이든 정부든 법 제대로 관리못하고 못만들거면 이런 차별적인 날은 차리리없애는게 좋습니다
367244,2018-09-05,2018-10-05,0,16,교통/건축/국토,1가구 2주택 이상 과세 강화해주세요.,"서울, 수도권 집값 잡으려면\n1가구 2주택 이상은 세금 무서워서 집   팔아야 할 정도로 세금 부담 시켜야 집값 내려 갑니다.\n집은 부족하지 않습니다.\n그린벨트 풀어 집 더 짓는건 오판입니다.후세대에 죄 짓는 겁니다.\n돌이킬수 없어요.\n다주택자 과세 대폭 늘려주세요.\n국토부의 다주택자 공무원들이 세금 올리는거 꺼려하는거 같습니다."
143480,2018-02-20,2018-03-22,0,29,문화/예술/체육/언론,선수자격박탈 요청,박지우와 김보름 선수 자격 박탈 및 스케이팅 코치진 자격 박탈 을 요청합니다
